datetime,code,open,close,high,low,vol,amount,p_change
2021-03-10,000688,1251.18,1232.74,1258.88,1227.42,37111.0,19600521216.0,0.21
2021-03-09,000688,1275.32,1230.14,1278.32,1227.18,50402.0,26492250112.0,-3.55
2021-03-08,000688,1337.02,1275.46,1340.42,1275.46,49225.0,28984739840.0,-4.09
2021-03-05,000688,1307.06,1329.84,1338.83,1305.92,38368.0,23076216832.0,0.43
2021-03-04,000688,1358.28,1324.16,1362.99,1322.34,52437.0,29925857280.0,-2.59
2021-03-03,000688,1350.01,1359.4,1359.79,1340.32,44917.0,28112310272.0,0.54
2021-03-02,000688,1373.03,1352.04,1373.66,1342.9,52450.0,28183824384.0,-0.45
2021-03-01,000688,1339.99,1358.14,1359.72,1337.19,49677.0,27942860800.0,2.46
2021-02-26,000688,1319.89,1325.59,1344.15,1319.65,47433.0,27756646400.0,-1.79
2021-02-25,000688,1373.84,1349.71,1375.61,1349.71,49003.0,25511458816.0,-1.17
2021-02-24,000688,1393.72,1365.64,1398.33,1358.41,45139.0,27847237632.0,-1.79
2021-02-23,000688,1371.63,1390.53,1401.51,1370.91,43587.0,25718345728.0,0.04
2021-02-22,000688,1431.56,1389.92,1436.8,1388.52,54508.0,31366684672.0,-2.66
2021-02-19,000688,1426.1,1427.91,1430.72,1404.15,43399.0,26403207168.0,-0.13
2021-02-18,000688,1457.8,1429.74,1465.68,1429.09,47979.0,31047946240.0,-0.51
2021-02-10,000688,1424.77,1437.02,1440.21,1407.64,40821.0,27639422976.0,0.65
2021-02-09,000688,1389.07,1427.68,1434.87,1383.86,39054.0,25790978048.0,3.27
2021-02-08,000688,1371.75,1382.48,1395.14,1367.33,37717.0,23679082496.0,1.0
2021-02-05,000688,1396.12,1368.8,1407.32,1368.65,42276.0,26311161856.0,-1.81
2021-02-04,000688,1402.09,1394.1,1412.71,1367.71,48420.0,27993704448.0,-1.14
2021-02-03,000688,1436.0,1410.15,1443.98,1410.15,50849.0,30152505344.0,-1.94
2021-02-02,000688,1419.71,1438.06,1438.09,1414.36,44691.0,27327223808.0,1.17
2021-02-01,000688,1419.18,1421.48,1439.04,1412.16,46232.0,28612524032.0,-0.03
2021-01-29,000688,1435.28,1421.96,1440.25,1400.67,49203.0,30162851840.0,0.03
2021-01-28,000688,1441.4,1421.59,1461.84,1418.94,42815.0,28182120448.0,-2.52
2021-01-27,000688,1481.49,1458.37,1489.76,1441.18,45279.0,30381285376.0,-1.36
2021-01-26,000688,1498.0,1478.45,1509.41,1471.31,48411.0,34015119360.0,-1.34
2021-01-25,000688,1481.74,1498.6,1513.73,1471.18,60358.0,42910105600.0,0.83
2021-01-22,000688,1482.65,1486.31,1487.61,1456.02,58016.0,40773615616.0,0.27
2021-01-21,000688,1485.65,1482.28,1492.95,1465.89,52604.0,33695348736.0,0.06
2021-01-20,000688,1450.72,1481.45,1482.11,1444.74,49204.0,31745828864.0,2.6
2021-01-19,000688,1485.46,1443.92,1489.22,1441.62,57315.0,36172566528.0,-2.52
2021-01-18,000688,1443.82,1481.25,1496.37,1437.02,62903.0,40072200192.0,2.33
2021-01-15,000688,1450.86,1447.58,1465.69,1431.45,60548.0,36295712768.0,0.02
2021-01-14,000688,1406.05,1447.27,1478.75,1399.56,75429.0,40687824896.0,2.83
2021-01-13,000688,1412.07,1407.41,1416.66,1389.77,57096.0,33967491072.0,0.16
